name,type_1,type_2,hp,attack,defense,speed,sp_attack,sp_defense,evs,moves,tutor_moves,catch_rate,happiness,abilities,hidden_abilities,height,weight,pokedex,generation,evolutions
Fearow,NORMAL,FLYING,65,90,65,100,61,61,,"1,DRILLRUN,1,PLUCK,1,PECK,1,GROWL,1,LEER,4,LEER,8,ASSURANCE,11,FURYATTACK,15,AERIALACE,18,WINGATTACK,23,TAKEDOWN,27,AGILITY,32,FOCUSENERGY,36,ROOST,41,DRILLPECK,45,DRILLRUN","AERIALACE,AIRCUTTER,ATTRACT,CAPTIVATE,CONFIDE,DEFOG,DOUBLEEDGE,DOUBLETEAM,DRILLRUN,ECHOEDVOICE,ENDURE,FACADE,FALSESWIPE,FLY,FRUSTRATION,GIGAIMPACT,HEATWAVE,HIDDENPOWER,HYPERBEAM,LASERFOCUS,MIMIC,MUDSLAP,NATURALGIFT,OMINOUSWIND,PLUCK,PROTECT,RAINDANCE,REST,RETURN,ROOST,ROUND,SECRETPOWER,SKYATTACK,SLEEPTALK,SNORE,STEELWING,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,TAILWIND,THIEF,THROATCHOP,TWISTER,UPROAR,UTURN,WORKUP",90,50,KEENEYE,SNIPER,1.2,38.0,Its long neck and elongated beak are ideal for catching prey in soil or water. It deftly moves this extended and skinny beak to pluck prey.,1,
Ekans,POISON,,35,60,44,55,40,54,,"1,WRAP,1,LEER,4,POISONSTING,9,BITE,12,GLARE,17,SCREECH,20,ACID,25,STOCKPILE,25,SWALLOW,25,SPITUP,28,ACIDSPRAY,33,SLUDGEBOMB,36,GASTROACID,38,BELCH,41,HAZE,44,COIL,49,GUNKSHOT","AQUATAIL,ATTRACT,BIND,BODYSLAM,BRUTALSWING,BULLDOZE,CAPTIVATE,CONFIDE,DARKPULSE,DIG,DOUBLEEDGE,DOUBLETEAM,EARTHQUAKE,ENDURE,FACADE,FRUSTRATION,GASTROACID,GIGADRAIN,GUNKSHOT,HEADBUTT,HIDDENPOWER,INFESTATION,IRONTAIL,MIMIC,NATURALGIFT,PAYBACK,POISONJAB,PROTECT,RAINDANCE,REST,RETURN,ROCKSLIDE,ROCKTOMB,ROUND,SECRETPOWER,SEEDBOMB,SLEEPTALK,SLUDGEBOMB,SLUDGEWAVE,SNATCH,SNORE,SPITE,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,THIEF,TORMENT,VENOSHOCK",255,50,"INTIMIDATE,SHEDSKIN",UNNERVE,2.0,6.9,An Ekans curls itself up in a spiral while it rests. This position allows it to quickly respond to an enemy from any direction with a threat from its upraised head.,1,"ARBOK,Level,22"
Arbok,POISON,,60,95,69,80,65,79,,"0,CRUNCH,1,ICEFANG,1,THUNDERFANG,1,FIREFANG,1,WRAP,1,LEER,1,POISONSTING,1,BITE,4,POISONSTING,9,BITE,12,GLARE,17,SCREECH,20,ACID,27,STOCKPILE,27,SWALLOW,27,SPITUP,32,ACIDSPRAY,39,SLUDGEBOMB,44,GASTROACID,48,BELCH,51,HAZE,56,COIL,63,GUNKSHOT","AQUATAIL,ATTRACT,BIND,BODYSLAM,BRUTALSWING,BULLDOZE,CAPTIVATE,CONFIDE,DARKPULSE,DIG,DOUBLEEDGE,DOUBLETEAM,DRAGONTAIL,EARTHQUAKE,ENDURE,FACADE,FRUSTRATION,GASTROACID,GIGADRAIN,GIGAIMPACT,GUNKSHOT,HEADBUTT,HIDDENPOWER,HYPERBEAM,INFESTATION,IRONTAIL,MIMIC,NATURALGIFT,PAYBACK,POISONJAB,PROTECT,RAINDANCE,REST,RETURN,ROCKSLIDE,ROCKTOMB,ROUND,SECRETPOWER,SEEDBOMB,SLEEPTALK,SLUDGEBOMB,SLUDGEWAVE,SNATCH,SNORE,SPITE,STOMPINGTANTRUM,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,THIEF,THROATCHOP,TORMENT,VENOSHOCK",90,50,"INTIMIDATE,SHEDSKIN",UNNERVE,3.5,65.0,"This Pokémon has a terrifically strong constricting power. It can even flatten steel oil drums. Once it wraps its body around its foe, escaping is impossible.",1,
Pikachu,ELECTRIC,,35,55,40,90,50,50,,"1,PLAYNICE,1,SWEETKISS,1,NUZZLE,1,NASTYPLOT,1,CHARM,1,THUNDERSHOCK,1,TAILWHIP,1,GROWL,1,QUICKATTACK,4,THUNDERWAVE,8,DOUBLETEAM,12,ELECTROBALL,16,FEINT,20,SPARK,24,AGILITY,28,SLAM,32,DISCHARGE,36,THUNDERBOLT,40,LIGHTSCREEN,44,THUNDER","AGILITY,ATTRACT,BODYSLAM,BRICKBREAK,CAPTIVATE,CHARGEBEAM,CHARM,CONFIDE,COUNTER,COVET,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DRAININGKISS,DYNAMICPUNCH,ECHOEDVOICE,ELECTRICTERRAIN,ELECTROBALL,ELECTROWEB,ENCORE,ENDURE,FACADE,FLASH,FLING,FOCUSPUNCH,FRUSTRATION,GRASSKNOT,HEADBUTT,HELPINGHAND,HIDDENPOWER,IRONTAIL,KNOCKOFF,LASERFOCUS,LIGHTSCREEN,MAGNETRISE,MEGAKICK,MEGAPUNCH,MIMIC,MUDSLAP,NASTYPLOT,NATURALGIFT,PAYDAY,PLAYROUGH,PROTECT,RAINDANCE,REFLECT,REST,RETURN,REVERSAL,RISINGVOLTAGE,ROCKSMASH,ROLLOUT,ROUND,SECRETPOWER,SEISMICTOSS,SHOCKWAVE,SIGNALBEAM,SLEEPTALK,SNORE,STRENGTH,SUBSTITUTE,SURF,SWAGGER,SWIFT,THIEF,THUNDER,THUNDERBOLT,THUNDERPUNCH,THUNDERWAVE,UPROAR,VOLTSWITCH,VOLTTACKLE,WILDCHARGE",190,50,STATIC,LIGHTNINGROD,0.4,6.0,"It stores electricity in the electric sacs on its cheeks. When it releases pent-up energy in a burst, the electric power is equal to a lightning bolt.",1,"RAICHU,Item,THUNDERSTONE"
Raichu,ELECTRIC,,60,90,55,110,90,80,,"0,THUNDERPUNCH,1,PLAYNICE,1,SWEETKISS,1,NUZZLE,1,NASTYPLOT,1,CHARM,1,THUNDERWAVE,1,DOUBLETEAM,1,ELECTROBALL,1,FEINT,1,SPARK,1,AGILITY,1,SLAM,1,DISCHARGE,1,THUNDERBOLT,1,LIGHTSCREEN,1,THUNDER,1,THUNDERSHOCK,1,TAILWHIP,1,GROWL,1,QUICKATTACK","AGILITY,ATTRACT,BODYSLAM,BRICKBREAK,BRUTALSWING,CAPTIVATE,CHARGEBEAM,CHARM,CONFIDE,COUNTER,COVET,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DRAININGKISS,DYNAMICPUNCH,ECHOEDVOICE,EERIEIMPULSE,ELECTRICTERRAIN,ELECTROBALL,ELECTROWEB,ENCORE,ENDURE,FACADE,FLASH,FLING,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,GIGAIMPACT,GRASSKNOT,HEADBUTT,HELPINGHAND,HIDDENPOWER,HYPERBEAM,IRONTAIL,KNOCKOFF,LASERFOCUS,LIGHTSCREEN,MAGNETRISE,MEGAKICK,MEGAPUNCH,MIMIC,MUDSLAP,NASTYPLOT,NATURALGIFT,PAYDAY,PLAYROUGH,PROTECT,RAINDANCE,REFLECT,REST,RETURN,REVERSAL,RISINGVOLTAGE,ROCKSMASH,ROLLOUT,ROUND,SAFEGUARD,SECRETPOWER,SEISMICTOSS,SHOCKWAVE,SIGNALBEAM,SLEEPTALK,SNORE,SPEEDSWAP,STRENGTH,SUBSTITUTE,SURF,SWAGGER,SWIFT,THIEF,THUNDER,THUNDERBOLT,THUNDERPUNCH,THUNDERWAVE,UPROAR,VOLTSWITCH,WILDCHARGE",75,50,STATIC,LIGHTNINGROD,0.8,30.0,"If it stores too much electricity, its behavior turns aggressive. To avoid this, it occasionally discharges excess energy and calms itself down.",1,
Sandshrew,GROUND,,50,75,85,40,20,30,,"1,SCRATCH,1,DEFENSECURL,3,POISONSTING,6,SANDATTACK,9,ROLLOUT,12,FURYCUTTER,15,RAPIDSPIN,18,BULLDOZE,21,SWIFT,24,FURYSWIPES,27,AGILITY,30,SLASH,33,DIG,36,GYROBALL,39,SWORDSDANCE,42,SANDSTORM,45,EARTHQUAKE","AERIALACE,AGILITY,AMNESIA,ATTRACT,BODYSLAM,BRICKBREAK,BULLDOZE,CAPTIVATE,CONFIDE,COUNTER,COVET,CUT,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DYNAMICPUNCH,EARTHPOWER,EARTHQUAKE,ENDURE,FACADE,FLING,FOCUSPUNCH,FRUSTRATION,FURYCUTTER,GYROBALL,HEADBUTT,HIDDENPOWER,HONECLAWS,IRONTAIL,KNOCKOFF,LEECHLIFE,MIMIC,MUDSHOT,MUDSLAP,NATURALGIFT,POISONJAB,PROTECT,REST,RETURN,ROCKCLIMB,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROLLOUT,ROUND,SAFEGUARD,SANDSTORM,SANDTOMB,SCORCHINGSANDS,SECRETPOWER,SEISMICTOSS,SHADOWCLAW,SLEEPTALK,SNORE,STEALTHROCK,STEELROLLER,STOMPINGTANTRUM,STRENGTH,SUBSTITUTE,SUNNYDAY,SUPERFANG,SWAGGER,SWIFT,SWORDSDANCE,THIEF,THROATCHOP,WORKUP,XSCISSOR",255,50,SANDVEIL,SANDRUSH,0.6,12.0,"When it curls up in a ball, it can make any attack bounce off harmlessly. Its hide has turned tough and solid as a result of living in the desert.",1,"SANDSLASH,Level,22"
Sandslash,GROUND,,75,100,110,65,45,55,,"1,CRUSHCLAW,1,AGILITY,1,SCRATCH,1,DEFENSECURL,1,POISONSTING,1,SANDATTACK,9,ROLLOUT,12,FURYCUTTER,15,RAPIDSPIN,18,BULLDOZE,21,SWIFT,26,FURYSWIPES,31,SANDTOMB,36,SLASH,41,DIG,46,GYROBALL,51,SWORDSDANCE,56,SANDSTORM,61,EARTHQUAKE","AERIALACE,AGILITY,AMNESIA,ATTRACT,BODYSLAM,BRICKBREAK,BULLDOZE,CAPTIVATE,CONFIDE,COUNTER,COVET,CUT,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DRILLRUN,DYNAMICPUNCH,EARTHPOWER,EARTHQUAKE,ENDURE,FACADE,FLING,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,FURYCUTTER,GIGAIMPACT,GYROBALL,HEADBUTT,HIDDENPOWER,HONECLAWS,HYPERBEAM,IRONTAIL,KNOCKOFF,LEECHLIFE,MIMIC,MUDSHOT,MUDSLAP,NATURALGIFT,PINMISSILE,POISONJAB,PROTECT,REST,RETURN,ROCKCLIMB,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROLLOUT,ROUND,SAFEGUARD,SANDSTORM,SANDTOMB,SCORCHINGSANDS,SECRETPOWER,SEISMICTOSS,SHADOWCLAW,SLEEPTALK,SNORE,SPIKES,STEALTHROCK,STEELROLLER,STOMPINGTANTRUM,STONEEDGE,STRENGTH,SUBSTITUTE,SUNNYDAY,SUPERFANG,SWAGGER,SWIFT,SWORDSDANCE,THIEF,THROATCHOP,WORKUP,XSCISSOR",90,50,SANDVEIL,SANDRUSH,1.0,29.5,It curls up in a ball to protect itself from enemy attacks. It also curls up to prevent heatstroke during the daytime when temperatures rise sharply.,1,
Nidoran♀,POISON,,55,47,52,41,40,40,,"1,GROWL,1,POISONSTING,5,SCRATCH,10,TAILWHIP,15,FURYSWIPES,20,TOXICSPIKES,25,DOUBLEKICK,30,BITE,35,HELPINGHAND,40,TOXIC,45,FLATTER,50,CRUNCH,55,EARTHPOWER","AERIALACE,ATTRACT,BEATUP,BLIZZARD,BODYSLAM,CAPTIVATE,CHARM,CONFIDE,COUNTER,CRUNCH,CUT,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,EARTHPOWER,ECHOEDVOICE,ENDURE,FACADE,FOCUSENERGY,FRUSTRATION,HEADBUTT,HELPINGHAND,HIDDENPOWER,HONECLAWS,ICEBEAM,IRONTAIL,MIMIC,MUDSLAP,NATURALGIFT,POISONJAB,PROTECT,RAINDANCE,REST,RETURN,ROCKSMASH,ROUND,SECRETPOWER,SHADOWCLAW,SHOCKWAVE,SLEEPTALK,SLUDGEBOMB,SNORE,STRENGTH,SUBSTITUTE,SUNNYDAY,SUPERFANG,SWAGGER,THIEF,THUNDER,THUNDERBOLT,TOXIC,TOXICSPIKES,VENOMDRENCH,VENOSHOCK,WATERPULSE",235,50,"POISONPOINT,RIVALRY",HUSTLE,0.4,7.0,"Its highly toxic barbs are thought to have developed as protection for this small-bodied Pokémon. When enraged, it releases a horrible toxin from its horn.",1,"NIDORINA,Level,16"
Nidorina,POISON,,70,62,67,56,55,55,,"1,GROWL,1,POISONSTING,1,SCRATCH,1,TAILWHIP,15,FURYSWIPES,22,TOXICSPIKES,29,DOUBLEKICK,36,BITE,43,HELPINGHAND,50,TOXIC,57,FLATTER,64,CRUNCH,71,EARTHPOWER","AERIALACE,ATTRACT,BEATUP,BLIZZARD,BODYSLAM,CAPTIVATE,CHARM,CONFIDE,COUNTER,CRUNCH,CUT,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,EARTHPOWER,ECHOEDVOICE,ENDURE,FACADE,FOCUSENERGY,FRUSTRATION,HEADBUTT,HELPINGHAND,HIDDENPOWER,HONECLAWS,ICEBEAM,IRONTAIL,MIMIC,MUDSLAP,NATURALGIFT,POISONJAB,PROTECT,RAINDANCE,REST,RETURN,ROCKSMASH,ROUND,SECRETPOWER,SHADOWCLAW,SHOCKWAVE,SLEEPTALK,SLUDGEBOMB,SNORE,STOMPINGTANTRUM,STRENGTH,SUBSTITUTE,SUNNYDAY,SUPERFANG,SWAGGER,THIEF,THUNDER,THUNDERBOLT,TOXIC,TOXICSPIKES,VENOMDRENCH,VENOSHOCK,WATERPULSE",120,50,"POISONPOINT,RIVALRY",HUSTLE,0.8,20.0,"When it is with its friends or family, its barbs are tucked away to prevent injury. It appears to become nervous if separated from the others.",1,"NIDOQUEEN,Item,MOONSTONE"
Nidoqueen,POISON,GROUND,90,92,87,76,75,85,,"0,SUPERPOWER,1,SLUDGEWAVE,1,FURYSWIPES,1,TOXICSPIKES,1,DOUBLEKICK,1,BITE,1,HELPINGHAND,1,TOXIC,1,FLATTER,1,CRUNCH,1,EARTHPOWER,1,GROWL,1,POISONSTING,1,SCRATCH,1,TAILWHIP","AERIALACE,AQUATAIL,ATTRACT,AVALANCHE,BEATUP,BLIZZARD,BODYPRESS,BODYSLAM,BRICKBREAK,BULLDOZE,CAPTIVATE,CHARM,CONFIDE,COUNTER,CRUNCH,CUT,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DRAGONPULSE,DRAGONTAIL,DRILLRUN,DYNAMICPUNCH,EARTHPOWER,EARTHQUAKE,ECHOEDVOICE,ENDURE,FACADE,FIREBLAST,FIREPUNCH,FLAMETHROWER,FLING,FOCUSBLAST,FOCUSENERGY,FOCUSPUNCH,FRUSTRATION,FURYCUTTER,GIGAIMPACT,HEADBUTT,HELPINGHAND,HEX,HIDDENPOWER,HIGHHORSEPOWER,HONECLAWS,HYPERBEAM,ICEBEAM,ICEPUNCH,ICYWIND,INCINERATE,IRONTAIL,MEGAKICK,MEGAPUNCH,MIMIC,MUDSHOT,MUDSLAP,NATURALGIFT,OUTRAGE,PAYDAY,POISONJAB,POWERUPPUNCH,PROTECT,QUASH,RAINDANCE,REST,RETURN,ROAR,ROCKBLAST,ROCKCLIMB,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROUND,SANDSTORM,SANDTOMB,SCORCHINGSANDS,SECRETPOWER,SEISMICTOSS,SHADOWBALL,SHADOWCLAW,SHOCKWAVE,SLEEPTALK,SLUDGEBOMB,SLUDGEWAVE,SMACKDOWN,SNORE,STEALTHROCK,STOMPINGTANTRUM,STONEEDGE,STRENGTH,SUBSTITUTE,SUNNYDAY,SUPERFANG,SUPERPOWER,SURF,SWAGGER,TAUNT,THIEF,THROATCHOP,THUNDER,THUNDERBOLT,THUNDERPUNCH,TORMENT,TOXIC,TOXICSPIKES,UPROAR,VENOMDRENCH,VENOSHOCK,WATERPULSE,WHIRLPOOL",45,50,"POISONPOINT,RIVALRY",SHEERFORCE,1.3,60.0,"It is adept at sending foes flying with harsh tackles using its tough, scaly body. This Pokémon is at its strongest when it is defending its young.",1,
Nidoran♂,POISON,,46,57,40,50,40,40,,"1,LEER,1,POISONSTING,5,PECK,10,FOCUSENERGY,15,FURYATTACK,20,TOXICSPIKES,25,DOUBLEKICK,30,HORNATTACK,35,HELPINGHAND,40,TOXIC,45,FLATTER,50,POISONJAB,55,EARTHPOWER","AMNESIA,ATTRACT,BEATUP,BLIZZARD,BODYSLAM,CAPTIVATE,CONFIDE,COUNTER,CUT,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DRILLRUN,EARTHPOWER,ECHOEDVOICE,ENDURE,FACADE,FOCUSENERGY,FRUSTRATION,HEADBUTT,HELPINGHAND,HIDDENPOWER,HONECLAWS,ICEBEAM,IRONTAIL,MIMIC,MUDSLAP,NATURALGIFT,POISONJAB,PROTECT,RAINDANCE,REST,RETURN,ROCKSMASH,ROUND,SECRETPOWER,SHADOWCLAW,SHOCKWAVE,SLEEPTALK,SLUDGEBOMB,SMARTSTRIKE,SNORE,STRENGTH,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SUPERFANG,SWAGGER,THIEF,THUNDER,THUNDERBOLT,TOXIC,TOXICSPIKES,VENOMDRENCH,VENOSHOCK,WATERPULSE",235,50,"POISONPOINT,RIVALRY",HUSTLE,0.5,9.0,The male Nidoran has developed muscles that freely move its ears in any direction. Even the slightest sound does not escape this Pokémon's notice.,1,"NIDORINO,Level,16"
Nidorino,POISON,,61,72,57,65,55,55,,"1,LEER,1,POISONSTING,1,PECK,1,FOCUSENERGY,15,FURYATTACK,22,TOXICSPIKES,29,DOUBLEKICK,36,HORNATTACK,43,HELPINGHAND,50,TOXIC,57,FLATTER,64,POISONJAB,71,EARTHPOWER","AMNESIA,ATTRACT,BEATUP,BLIZZARD,BODYSLAM,CAPTIVATE,CONFIDE,COUNTER,CUT,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DRILLRUN,EARTHPOWER,ECHOEDVOICE,ENDURE,FACADE,FOCUSENERGY,FRUSTRATION,HEADBUTT,HELPINGHAND,HIDDENPOWER,HONECLAWS,ICEBEAM,IRONTAIL,MIMIC,MUDSLAP,NATURALGIFT,POISONJAB,PROTECT,RAINDANCE,REST,RETURN,ROCKSMASH,ROUND,SECRETPOWER,SHADOWCLAW,SHOCKWAVE,SLEEPTALK,SLUDGEBOMB,SMARTSTRIKE,SNORE,STOMPINGTANTRUM,STRENGTH,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SUPERFANG,SWAGGER,THIEF,THUNDER,THUNDERBOLT,TOXIC,TOXICSPIKES,VENOMDRENCH,VENOSHOCK,WATERPULSE",120,50,"POISONPOINT,RIVALRY",HUSTLE,0.9,19.5,"Its horn is harder than a diamond. If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might.",1,"NIDOKING,Item,MOONSTONE"
Nidoking,POISON,GROUND,81,102,77,85,85,75,,"0,MEGAHORN,1,SLUDGEWAVE,1,FURYATTACK,1,TOXICSPIKES,1,DOUBLEKICK,1,HORNATTACK,1,HELPINGHAND,1,TOXIC,1,FLATTER,1,POISONJAB,1,EARTHPOWER,1,LEER,1,POISONSTING,1,PECK,1,FOCUSENERGY","AMNESIA,AQUATAIL,ATTRACT,AVALANCHE,BEATUP,BLIZZARD,BODYPRESS,BODYSLAM,BRICKBREAK,BULLDOZE,CAPTIVATE,CONFIDE,COUNTER,CUT,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DRAGONPULSE,DRAGONTAIL,DRILLRUN,DYNAMICPUNCH,EARTHPOWER,EARTHQUAKE,ECHOEDVOICE,ENDURE,FACADE,FIREBLAST,FIREPUNCH,FLAMETHROWER,FLING,FOCUSBLAST,FOCUSENERGY,FOCUSPUNCH,FRUSTRATION,FURYCUTTER,GIGAIMPACT,HEADBUTT,HELPINGHAND,HEX,HIDDENPOWER,HIGHHORSEPOWER,HONECLAWS,HYPERBEAM,ICEBEAM,ICEPUNCH,ICYWIND,INCINERATE,IRONTAIL,MEGAHORN,MEGAKICK,MEGAPUNCH,MIMIC,MUDSHOT,MUDSLAP,NATURALGIFT,OUTRAGE,PAYDAY,POISONJAB,POWERUPPUNCH,PROTECT,QUASH,RAINDANCE,REST,RETURN,ROAR,ROCKBLAST,ROCKCLIMB,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROUND,SANDSTORM,SANDTOMB,SCORCHINGSANDS,SECRETPOWER,SEISMICTOSS,SHADOWBALL,SHADOWCLAW,SHOCKWAVE,SLEEPTALK,SLUDGEBOMB,SLUDGEWAVE,SMACKDOWN,SMARTSTRIKE,SNORE,STEALTHROCK,STOMPINGTANTRUM,STONEEDGE,STRENGTH,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SUPERFANG,SUPERPOWER,SURF,SWAGGER,TAUNT,THIEF,THROATCHOP,THUNDER,THUNDERBOLT,THUNDERPUNCH,TORMENT,TOXIC,TOXICSPIKES,UPROAR,VENOMDRENCH,VENOSHOCK,WATERPULSE,WHIRLPOOL",45,50,"POISONPOINT,RIVALRY",SHEERFORCE,1.4,62.0,"A Nidoking's thick tail packs enormously destructive power capable of toppling a metal transmission tower. Once it goes on a rampage, there is no stopping it.",1,
Clefairy,FAIRY,,70,45,48,35,60,65,,"1,SING,1,SWEETKISS,1,DISARMINGVOICE,1,ENCORE,1,CHARM,1,SPLASH,1,POUND,1,COPYCAT,1,GROWL,1,DEFENSECURL,4,STOREDPOWER,8,MINIMIZE,12,AFTERYOU,16,LIFEDEW,20,METRONOME,24,MOONLIGHT,28,GRAVITY,32,METEORMASH,36,FOLLOWME,40,COSMICPOWER,44,MOONBLAST,48,HEALINGWISH","AFTERYOU,ALLYSWITCH,AMNESIA,ATTRACT,BATONPASS,BLIZZARD,BODYSLAM,BOUNCE,BRICKBREAK,CALMMIND,CAPTIVATE,CHARGEBEAM,CHARM,CONFIDE,COSMICPOWER,COUNTER,COVET,DAZZLINGGLEAM,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DRAININGKISS,DRAINPUNCH,DREAMEATER,DUALWINGBEAT,DYNAMICPUNCH,ECHOEDVOICE,ENCORE,ENDEAVOR,ENDURE,FACADE,FAKETEARS,FIREBLAST,FIREPUNCH,FLAMETHROWER,FLASH,FLING,FOCUSPUNCH,FRUSTRATION,GRASSKNOT,GRAVITY,HEADBUTT,HEALBELL,HELPINGHAND,HIDDENPOWER,HYPERVOICE,ICEBEAM,ICEPUNCH,ICYWIND,IMPRISON,INCINERATE,IRONTAIL,KNOCKOFF,LASTRESORT,LIGHTSCREEN,MAGICALLEAF,MAGICCOAT,MEGAKICK,MEGAPUNCH,METEORBEAM,METRONOME,MIMIC,MISTYEXPLOSION,MISTYTERRAIN,MUDSLAP,MYSTICALFIRE,NATURALGIFT,PLAYROUGH,POWERUPPUNCH,PROTECT,PSYCHIC,PSYCHUP,PSYSHOCK,RAINDANCE,RECYCLE,REFLECT,REST,RETALIATE,RETURN,ROCKSMASH,ROLEPLAY,ROLLOUT,ROUND,SAFEGUARD,SECRETPOWER,SEISMICTOSS,SHADOWBALL,SHOCKWAVE,SIGNALBEAM,SLEEPTALK,SNATCH,SNORE,SOFTBOILED,SOLARBEAM,STEALTHROCK,STOREDPOWER,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,TELEKINESIS,THUNDER,THUNDERBOLT,THUNDERPUNCH,THUNDERWAVE,TRIATTACK,TRICK,UPROAR,WATERPULSE,WONDERROOM,WORKUP,ZENHEADBUTT",150,140,"CUTECHARM,MAGICGUARD",FRIENDGUARD,0.6,7.5,"On every night of a full moon, they come out to play. When dawn arrives, the tired Clefairy go to sleep nestled up against each other in deep and quiet mountains.",1,"CLEFABLE,Item,MOONSTONE"
Clefable,FAIRY,,95,70,73,60,95,90,,"1,SING,1,SWEETKISS,1,DISARMINGVOICE,1,ENCORE,1,CHARM,1,STOREDPOWER,1,MINIMIZE,1,AFTERYOU,1,LIFEDEW,1,METRONOME,1,MOONLIGHT,1,GRAVITY,1,METEORMASH,1,FOLLOWME,1,COSMICPOWER,1,MOONBLAST,1,HEALINGWISH,1,SPLASH,1,POUND,1,COPYCAT,1,GROWL,1,DEFENSECURL","AFTERYOU,ALLYSWITCH,AMNESIA,ATTRACT,BATONPASS,BLIZZARD,BODYSLAM,BOUNCE,BRICKBREAK,CALMMIND,CAPTIVATE,CHARGEBEAM,CHARM,CONFIDE,COSMICPOWER,COUNTER,COVET,DAZZLINGGLEAM,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DRAININGKISS,DRAINPUNCH,DREAMEATER,DUALWINGBEAT,DYNAMICPUNCH,ECHOEDVOICE,ENCORE,ENDEAVOR,ENDURE,FACADE,FAKETEARS,FIREBLAST,FIREPUNCH,FLAMETHROWER,FLASH,FLING,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,GIGAIMPACT,GRASSKNOT,GRAVITY,HEADBUTT,HEALBELL,HELPINGHAND,HIDDENPOWER,HYPERBEAM,HYPERVOICE,ICEBEAM,ICEPUNCH,ICYWIND,IMPRISON,INCINERATE,IRONTAIL,KNOCKOFF,LASERFOCUS,LASTRESORT,LIGHTSCREEN,MAGICALLEAF,MAGICCOAT,MEGAKICK,MEGAPUNCH,METEORBEAM,METRONOME,MIMIC,MISTYEXPLOSION,MISTYTERRAIN,MUDSLAP,MYSTICALFIRE,NATURALGIFT,PLAYROUGH,POWERUPPUNCH,PROTECT,PSYCHIC,PSYCHUP,PSYSHOCK,RAINDANCE,RECYCLE,REFLECT,REST,RETALIATE,RETURN,ROCKSMASH,ROLEPLAY,ROLLOUT,ROUND,SAFEGUARD,SECRETPOWER,SEISMICTOSS,SHADOWBALL,SHOCKWAVE,SIGNALBEAM,SLEEPTALK,SNATCH,SNORE,SOFTBOILED,SOLARBEAM,STEALTHROCK,STOREDPOWER,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,TELEKINESIS,THUNDER,THUNDERBOLT,THUNDERPUNCH,THUNDERWAVE,TRIATTACK,TRICK,UPROAR,WATERPULSE,WONDERROOM,WORKUP,ZENHEADBUTT",25,140,"CUTECHARM,MAGICGUARD",UNAWARE,1.3,40.0,"A Clefable uses its wings to skip lightly as if it were flying. Its bouncy step lets it even walk on water. On quiet, moonlit nights, it strolls on lakes.",1,
